stdTaskCd,stdRiskFactorSeq,stdRiskMeasureSeq,riskFactor,stdSafetyMeasure
T01223,8083,15892,안전모 등 개인보호구 미착용하고 작업중 부딪히거나 떨어짐 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01223,8084,15893,데크플레이트 용접시 용접기의 누전에 의한 감전 위험,이중절연구조
T01223,8084,15894,데크플레이트 용접시 용접기의 누전에 의한 감전 위험,"전기 기계 · 기구의 금속제 외함, 금속제 외피 및 철대 접지"
T01223,8085,15895,"철골, 데크플레이트 용접 작업중 용접 불티로 인한 화재 위험",소화설비 설치
T01224,8086,15896,벽돌 등 자재 적재 불량으로 편심하중에 의한 무너짐 위험,불안정한 높이로 적재 금지
T01224,8086,15897,벽돌 등 자재 적재 불량으로 편심하중에 의한 무너짐 위험,튼튼한 기반위에 적재
T01224,8086,15898,벽돌 등 자재 적재 불량으로 편심하중에 의한 무너짐 위험,편하중이 생기지 않도록 할 것
T01224,8087,15899,벽돌 하역중 로프의 파단으로 인한 벽돌에 맞음 위험,섬유로프 등 점검 및 교체
T01224,8088,15900,운반차량은 바퀴에 구름방지용 쐐기 미설치로 차량 뒤집힘으로 주변 근로자 깔림 위험,작업장 정리정돈 및 청소
T01224,8088,15901,운반차량은 바퀴에 구름방지용 쐐기 미설치로 차량 뒤집힘으로 주변 근로자 깔림 위험,전도예방조치(고정)
T01224,8089,15902,지게차로 자재 운반 중 자재 무너짐 위험,백레스트 설치
T01224,8090,15903,지게차로 재재 인양시 노면 돌출물 등에 지게차가 흔들리면서 자재 무너짐 위험,갓길 붕괴 방지
T01224,8090,15904,지게차로 재재 인양시 노면 돌출물 등에 지게차가 흔들리면서 자재 무너짐 위험,유도자 배치
T01224,8090,15905,지게차로 재재 인양시 노면 돌출물 등에 지게차가 흔들리면서 자재 무너짐 위험,지반의 부동침하 방지
T01224,8091,15906,지게차 등으로 인양 운반시 경고 미실시에 의해 근로자와 부딪힘 위험,전조등 및 후미등 설치 또는 필요한 조명확보
T01224,8092,15907,리프트 탑승구에서 리어카로 벽돌 운반중 탑승구 방호조치 미설치로 인한 떨어짐 위험,리어카로 벽돌 운반 시 낙하 방지조치
T01224,8092,15908,리프트 탑승구에서 리어카로 벽돌 운반중 탑승구 방호조치 미설치로 인한 떨어짐 위험,리프트 탑승구 방호조치
T01224,8093,15909,자재를 통행로에 적재하여 근로자 통행중 넘어짐 위험,안전 통로 설치
T01224,8093,15910,자재를 통행로에 적재하여 근로자 통행중 넘어짐 위험,장애물 제거
T01224,8093,15911,자재를 통행로에 적재하여 근로자 통행중 넘어짐 위험,통로구획
T01224,8094,15912,개인보호구 미착용으로 인한 안전사고 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01225,8095,15913,1일 쌓기 높이 미준수로 벽돌블럭 쌓기중 무너짐 위험,불안정한 높이로 적재 금지
T01225,8095,15914,1일 쌓기 높이 미준수로 벽돌블럭 쌓기중 무너짐 위험,튼튼한 기반위에 적재
T01225,8095,15915,1일 쌓기 높이 미준수로 벽돌블럭 쌓기중 무너짐 위험,편하중이 생기지 않도록 할 것
T01225,8096,15916,"벽돌, 블록을 불안전하게 적재하여 적재물 무너짐 위험",불안정한 높이로 적재 금지
T01225,8096,15917,"벽돌, 블록을 불안전하게 적재하여 적재물 무너짐 위험",튼튼한 기반위에 적재
T01225,8096,15918,"벽돌, 블록을 불안전하게 적재하여 적재물 무너짐 위험",편하중이 생기지 않도록 할 것
T01225,8097,15919,블록 적재시 과적재로 인한 무너짐 위험,불안정한 높이로 적재 금지
T01225,8097,15920,블록 적재시 과적재로 인한 무너짐 위험,튼튼한 기반위에 적재
T01225,8097,15921,블록 적재시 과적재로 인한 무너짐 위험,편하중이 생기지 않도록 할 것
T01225,8098,15922,벽돌 블록 쌓기용 말비계를 벽돌위에 불안전하게 설치하여 작업중 넘어짐 위험,높이가 적합한 작업발판 설치
T01225,8098,15923,벽돌 블록 쌓기용 말비계를 벽돌위에 불안전하게 설치하여 작업중 넘어짐 위험,튼튼한 기반위에 말비계 설치
T01225,8099,15924,조적 작업장 주변 정리정돈 미실시로 벽돌 등에 걸려 넘어짐 위험,작업장 정리정돈 및 청소
T01225,8100,15925,고소 작업시 작업발판 미설치로 인한 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01225,8100,15926,고소 작업시 작업발판 미설치로 인한 떨어짐 위험,작업발판 설치
T01225,8101,15927,벽돌쌓기 작업중 미표시된 개구부로 떨어짐 위험,개구부 난간 등 설치
T01225,8101,15928,벽돌쌓기 작업중 미표시된 개구부로 떨어짐 위험,개구부 표시
T01225,8101,15929,벽돌쌓기 작업중 미표시된 개구부로 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01225,8102,15930,이동식비계에 안전난간대 및 승강사다리 미설치하여 작업중 떨어짐 위험,"바퀴의 고정(브레이크, 쐐기, 아웃트리거 설치)"
T01225,8102,15931,이동식비계에 안전난간대 및 승강사다리 미설치하여 작업중 떨어짐 위험,안전난간 설치
T01225,8102,15932,이동식비계에 안전난간대 및 승강사다리 미설치하여 작업중 떨어짐 위험,작업발판 최대적재하중 250kg 초과 금지
T01225,8103,15933,야간 작업시 투광등 누전에 의한 감전 위험,방호망이나 절연덮개 설치
T01225,8103,15934,야간 작업시 투광등 누전에 의한 감전 위험,폐쇄형 외함 구조
T01225,8103,15935,야간 작업시 투광등 누전에 의한 감전 위험,표지판 설치
T01225,8104,15936,야간 작업시 투광등 누전에 의한 감전 위험,이중절연구조
T01225,8104,15937,야간 작업시 투광등 누전에 의한 감전 위험,"전기 기계 · 기구의 금속제 외함, 금속제 외피 및 철대 접지"
T01225,8105,15938,야간 작업시 투광등 누전에 의한 감전 위험,감전방지용 누전차단기 설치
T01225,8105,15939,야간 작업시 투광등 누전에 의한 감전 위험,이중절연구조
T01225,8106,15940,개인보호구 미착용하고 작업중 부딪힘 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01226,8107,15941,이동식비계 하부에 각재를 연결하여 사용중 각재가 부러지면서 이동식비계 무너짐 위험,이동식비계 각재 등 이질 재료와 연결하여 사용 금지
T01226,8108,15942,말비계를 계단실 등 경사진 곳에 설치로 인한 떨어짐 위험,지주부재 하단 미끄럼 방지조치
T01226,8109,15943,비계 및 작업발판 설치 불량으로 인한 작업중 떨어짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01226,8110,15944,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,달비계 설치시 달기 강선/강대 심하게 손상/부식된 석 사용금지
T01226,8110,15945,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,"달비계 설치시 달비계에 안전대/구명줄 설치, 가능하면 안전난간 설치"
T01226,8110,15946,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,달비계 설치시 비계 보/작업발판 등에 버팀을 설치
T01226,8110,15947,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,달비계 설치시 선반비계의 보 접석부/교차부 철선/이음철물로 연결
T01226,8110,15948,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,달비계 설치시 손상된 달기 체인 사용금지
T01226,8110,15949,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,달비계 설치시 손상된 섬유로프/벨트 사용금지
T01226,8110,15950,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,달비계 설치시 손상된 와이어로프 사용금지
T01226,8110,15951,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,"달비계 설치시 와이어로프, 체인, 강선, 강대, 섬유로프는 풀리지 않게 설치"
T01226,8110,15952,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,달비계 설치시 작업발판 틈새없이 폭 40센치미터 이상
T01226,8110,15953,외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,달비계 설치시 작업발판은 탈착되지 않게 연결해 설치
T01226,8111,15954,주변의 개구부 등은 덮개 미설치로 떨어짐 위험,개구부 난간 등 설치
T01226,8111,15955,주변의 개구부 등은 덮개 미설치로 떨어짐 위험,개구부 표시
T01226,8111,15956,주변의 개구부 등은 덮개 미설치로 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01226,8112,15957,야간 작업시 투광등 누전에 의한 감전 위험,방호망이나 절연덮개 설치
T01226,8112,15958,야간 작업시 투광등 누전에 의한 감전 위험,폐쇄형 외함 구조
T01226,8112,15959,야간 작업시 투광등 누전에 의한 감전 위험,표지판 설치
T01226,8114,15962,야간 작업시 투광등 누전에 의한 감전 위험,감전방지용 누전차단기 설치
T01226,8114,15963,야간 작업시 투광등 누전에 의한 감전 위험,이중절연구조
T01226,8113,15960,야간 작업시 투광등 누전에 의한 감전 위험,이중절연구조
T01226,8113,15961,야간 작업시 투광등 누전에 의한 감전 위험,"전기 기계 · 기구의 금속제 외함, 금속제 외피 및 철대 접지"
T01226,8115,15964,"핸드그라인더, 시멘트 몰탈비빔용 기구 사용시 감전 위험",감전방지용 누전차단기 설치
T01226,8115,15965,"핸드그라인더, 시멘트 몰탈비빔용 기구 사용시 감전 위험",이중절연구조
T01226,8116,15966,그라인딩 작업시 분진 노출 위험,호흡용 보호구 지급 및 착용
T01226,8117,15967,근로자가 안전모 등 개인보호구 미착용에 의한 떨어짐 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01227,8118,15968,말비계 위에서 작업중 미끄럼 방지조치 미설치로 인한 무너짐 위험,지주부재 하단 미끄럼 방지조치
T01227,8119,15969,리어카로 운반중 탑승구에 방호조치 미설치로 인한 떨어짐 위험,리어카 탑승구 방호 울 설치
T01227,8120,15970,방수 작업중 개구부 미확인으로 인한 떨어짐 위험,개구부 난간 등 설치
T01227,8120,15971,방수 작업중 개구부 미확인으로 인한 떨어짐 위험,개구부 표시
T01227,8120,15972,방수 작업중 개구부 미확인으로 인한 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01227,8121,15973,방수 작업중 이동식비계에 작업발판 및 난간 설치 불량에 의한 떨어짐 위험,"바퀴의 고정(브레이크, 쐐기, 아웃트리거 설치)"
T01227,8121,15974,방수 작업중 이동식비계에 작업발판 및 난간 설치 불량에 의한 떨어짐 위험,안전난간 설치
T01227,8121,15975,방수 작업중 이동식비계에 작업발판 및 난간 설치 불량에 의한 떨어짐 위험,작업발판 최대적재하중 250kg 초과 금지
T01227,8122,15976,방수 작업중 흔들리는 사다리로 인한 떨어짐 위험,사다리 2인 1조 작업
T01227,8122,15977,방수 작업중 흔들리는 사다리로 인한 떨어짐 위험,이동식 틀비계 사용
T01227,8123,15978,작업장 주변부에 안전난간대 등 방호조치 미실시로 작업중 떨어짐 위험,개구부 난간 등 설치
T01227,8123,15979,작업장 주변부에 안전난간대 등 방호조치 미실시로 작업중 떨어짐 위험,개구부 표시
T01227,8123,15980,작업장 주변부에 안전난간대 등 방호조치 미실시로 작업중 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01227,8124,15981,작업장 주변부에 안전난간대 등 방호조치 미실시로 작업중 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01227,8124,15982,작업장 주변부에 안전난간대 등 방호조치 미실시로 작업중 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01227,8125,15983,토취 등 화기 사용시 보호구 미착용으로 인한 근로자 화상 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01227,8126,15984,보안경 미착용하고 망치를 사용한 바탕면 처리시 비산물에 의한 안구 손상 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01227,8127,15985,"인화성, 가연성 자재 주변에서 화기 사용중 화재 위험",환기가 충분하지 않은 상태에서 전기기계/기구 작동 금지
T01227,8128,15986,"인화성, 가연성 자재 주변에서 화기 사용중 화재 위험",불꽃/아크 발생하거나 고온이 될 화기/기계가구/공구 사용금지(NON SPARKING TOOL)
T01227,8129,15987,"인화성, 가연성 자재 주변에서 화기 사용중 화재 위험",소화설비 설치
T01227,8130,15988,지하 밀폐공간에서 방수 작업중 유독가스 또는 산소 부족으로 의한 질식 위험,송기마스크나 방독마스크 지급 착용
T01227,8131,15989,개인보호구 미착용하고 작업중 부딪힘 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01228,8132,15990,석재 등 중량물 운반시 중량물에 끼임 위험,하역운반기계·운반용구 사용
T01228,8133,15991,외부비계 및 발판상에 석재 등 과적재로 비계 무너짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01228,8134,15992,원치 이용하여 자재 운반중 석재가 인양로프에서 탈락하여 맞음 위험,석재 등 자재 인양시 낙하되지 않도록 결속 철저
T01228,8135,15993,자재 인양중 인양로프 파손에 의한 자재 맞음 위험,안전계수 기준 준수
T01228,8135,15994,자재 인양중 인양로프 파손에 의한 자재 맞음 위험,최대허용하중 등의 표식
T01228,8136,15995,석재 인력 소운반중 중량물에 의한 신체 균형상실로 부딪힘 위험,2인1조 작업
T01228,8137,15996,"자재반입, 운반, 하역시 신호 및 적재 방법을 미확인하여 부딪힘 위험",일정한 신호방법 규정
T01228,8138,15997,"지게차 등으로 자재반입, 운반 하역시 장비에 부딪힘 위험",갓길 붕괴 방지
T01228,8138,15998,"지게차 등으로 자재반입, 운반 하역시 장비에 부딪힘 위험",유도자 배치
T01228,8138,15999,"지게차 등으로 자재반입, 운반 하역시 장비에 부딪힘 위험",지반의 부동침하 방지
T01228,8139,16000,비계상에서 자재 인양중 작업발판의 미설치로 인한 떨어짐 위험,작업높이 조절
T01228,8139,16001,비계상에서 자재 인양중 작업발판의 미설치로 인한 떨어짐 위험,작업발판 설치
T01228,8140,16002,안전모 등 개인보호구 미착용하고 작업중 부딪히거나 떨어짐 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01228,8141,16003,"이동식 비계상에서 작업시 작업발판 및 안전난간, 승강시설 미설치로 떨어짐 위험","바퀴의 고정(브레이크, 쐐기, 아웃트리거 설치)"
T01228,8141,16004,"이동식 비계상에서 작업시 작업발판 및 안전난간, 승강시설 미설치로 떨어짐 위험",안전난간 설치
T01228,8141,16005,"이동식 비계상에서 작업시 작업발판 및 안전난간, 승강시설 미설치로 떨어짐 위험",작업발판 최대적재하중 250kg 초과 금지
T01228,8142,16006,인력 운반시 운반물 무게의 과다로 요통 발생,하역운반기계·운반용구 사용
T01229,8143,16007,외벽 돌 붙이기 작업시 작업장소 하부 접근금지 미조치 및 비계 작업발판 단부에 발끝막이판 미설치로 인한 맞음 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01229,8144,16008,곤도라 사용 작업중 곤도라를 하강 시키다가 곤도라가 한쪽으로 기울어지면서 근로자 떨어짐 위험,양중기 과부하장치 조정
T01229,8144,16009,곤도라 사용 작업중 곤도라를 하강 시키다가 곤도라가 한쪽으로 기울어지면서 근로자 떨어짐 위험,양중기 권과방지장치 조정
T01229,8144,16010,곤도라 사용 작업중 곤도라를 하강 시키다가 곤도라가 한쪽으로 기울어지면서 근로자 떨어짐 위험,양중기 기타방호장치 조정
T01229,8144,16011,곤도라 사용 작업중 곤도라를 하강 시키다가 곤도라가 한쪽으로 기울어지면서 근로자 떨어짐 위험,양중기 비상정지장치(제동장치) 조정
T01229,8145,16012,곤도라 사용 작업중 곤도라를 하강 시키다가 곤도라가 한쪽으로 기울어지면서 근로자 떨어짐 위험,적재하중 초과 금지
T01229,8146,16013,"비계 작업발판 위를 이동중, 작업발판 파단에 의한 떨어짐 위험",비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01229,8147,16014,비계의 작업발판상에서 작업중 발판과 안전난간 사이로 떨어짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01229,8148,16015,"외부비계 및 작업발판 설치 불량으로 석재, 타일 붙임 작업중 떨어짐 위험",비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01229,8149,16016,석재 및 타일 절단용 전동공구 사용시 감전 위험,이중절연구조
T01229,8149,16017,석재 및 타일 절단용 전동공구 사용시 감전 위험,"전기 기계 · 기구의 금속제 외함, 금속제 외피 및 철대 접지"
T01229,8150,16018,석재 및 타일 절단용 전동공구 사용시 감전 위험,감전방지용 누전차단기 설치
T01229,8150,16019,석재 및 타일 절단용 전동공구 사용시 감전 위험,이중절연구조
T01229,8151,16020,근로자가 안전모 등 개인보호구 미착용에 의한 떨어짐 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01231,8158,16034,비계 작업발판 상에서 작업시 작업발판의 설치 불량으로 인한 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01231,8158,16035,비계 작업발판 상에서 작업시 작업발판의 설치 불량으로 인한 떨어짐 위험,작업발판 설치
T01231,8159,16036,비계 작업발판 상에서 작업시 작업발판의 설치 불량으로 인한 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01231,8159,16037,비계 작업발판 상에서 작업시 작업발판의 설치 불량으로 인한 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01231,8160,16038,면처리중 콘크리트 파편이 비산하여 안구 손상 위험,보안경 지급 착용
T01231,8160,16039,면처리중 콘크리트 파편이 비산하여 안구 손상 위험,불침투성 보호복 · 보호장갑 · 보호장화 및 피부보호용 약품 사용
T01231,8160,16040,면처리중 콘크리트 파편이 비산하여 안구 손상 위험,세척시설 설치
T01231,8161,16041,면처리중 콘크리트 파편이 비산하여 안구 손상 위험,안전덮개 등 설치
T01231,8162,16042,달비계 사용시 상부 로프 고정미비 또는 수직용 안전 벨트 미착용으로 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01231,8162,16043,달비계 사용시 상부 로프 고정미비 또는 수직용 안전 벨트 미착용으로 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01231,8163,16044,달비계 사용시 상부 로프를 견고하게 미고정으로 인한 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01231,8163,16045,달비계 사용시 상부 로프를 견고하게 미고정으로 인한 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01231,8164,16046,달비계에 탑승하여 면처리 작업시 안전대를 수직구명줄에 미체결하여 작업중 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01231,8164,16047,달비계에 탑승하여 면처리 작업시 안전대를 수직구명줄에 미체결하여 작업중 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01231,8165,16048,옥상모서리 부분에 로프보호대 미설치로 로프 파단하여 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01231,8165,16049,옥상모서리 부분에 로프보호대 미설치로 로프 파단하여 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01231,8166,16050,외벽 섬유로프 파단 및 풀리면서 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01231,8166,16051,외벽 섬유로프 파단 및 풀리면서 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01232,8167,16052,에어콤프레셔 구동부 안전 덮개 미설치로 인한 신체 일부 끼임 위험,건널다리 등 설치
T01232,8167,16053,에어콤프레셔 구동부 안전 덮개 미설치로 인한 신체 일부 끼임 위험,안전덮개 등 설치
T01232,8168,16054,배합 작업용 전동공구 누전차단기 미연결 또는 전선 피복손상 방치로 인한 감전 위험,감전방지용 누전차단기 설치
T01232,8168,16055,배합 작업용 전동공구 누전차단기 미연결 또는 전선 피복손상 방치로 인한 감전 위험,이중절연구조
T01232,8169,16056,도장 작업중 유독가스에 질식 위험,관리대상 유해물질 명칭/인체에 미치는 영향/취급상 주의사항/착용할 보호구/응급조치와 긴급방재요령 게시(건강 및 환경유해성 분류기준에 따라 유사한 물질별로 분류해 게시 가능) 또는 작업공정별 관리요령 게시
T01232,8170,16057,도장 작업중 유독가스에 질식 위험,근로자에게 유해성의 통보
T01232,8171,16058,환기 불량 및 호흡용 보호구 미착용으로 인한 질식 위험,송기마스크나 방독마스크 지급 착용
T01232,8172,16059,용접작업 부근에서 도장 작업중 화재/ 유기용제 관리소홀로 화재 위험,"가열, 마찰, 충격, 증발, 압축, 주입, 접촉 방치 금지"
T01232,8172,16060,용접작업 부근에서 도장 작업중 화재/ 유기용제 관리소홀로 화재 위험,점화원 제거
T01232,8172,16061,용접작업 부근에서 도장 작업중 화재/ 유기용제 관리소홀로 화재 위험,폭발 · 화재 및 누출 방호조치
T01232,8173,16062,용접작업 부근에서 도장 작업중 화재/ 유기용제 관리소홀로 화재 위험,불꽃/아크 발생하거나 고온이 될 화기/기계가구/공구 사용금지(NON SPARKING TOOL)
T01232,8174,16063,밀폐공간 작업시 환기시설을 미설치로 인한 질식 위험,환기 실시
T01232,8175,16064,지하공간 작업시 조명설비 불량으로 이동중 넘어짐 위험,작업면 조도확보
T01232,8176,16065,고소 작업시 작업발판 설치 불량 또는 계단실 작업시 말비계 설치 불량으로 인한 떨어짐 위험,작업장 정리정돈 및 청소
T01232,8176,16066,고소 작업시 작업발판 설치 불량 또는 계단실 작업시 말비계 설치 불량으로 인한 떨어짐 위험,전도예방조치(고정)
T01232,8177,16067,고소 작업시 작업발판 설치 불량 또는 계단실 작업시 말비계 설치 불량으로 인한 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01232,8177,16068,고소 작업시 작업발판 설치 불량 또는 계단실 작업시 말비계 설치 불량으로 인한 떨어짐 위험,작업발판 설치
T01232,8178,16069,고소 작업시 작업발판 설치 불량 또는 계단실 작업시 말비계 설치 불량으로 인한 떨어짐 위험,개구부 난간 등 설치
T01232,8178,16070,고소 작업시 작업발판 설치 불량 또는 계단실 작업시 말비계 설치 불량으로 인한 떨어짐 위험,개구부 표시
T01232,8178,16071,고소 작업시 작업발판 설치 불량 또는 계단실 작업시 말비계 설치 불량으로 인한 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01233,8179,16072,"도장 작업중 달비계 로프를 묶은 난간 기둥의 파손, 탈락으로 인한 떨어짐 위험",높이 2m이상 안전대 부착설비 설치
T01233,8179,16073,"도장 작업중 달비계 로프를 묶은 난간 기둥의 파손, 탈락으로 인한 떨어짐 위험",안전대 및 부속설비 이상 유무 작업 전 점검
T01233,8180,16074,고소 작업차의 탑승 설비에 안전난간 미설치로 인한 떨어짐 위험,발끝막이판 설치
T01233,8180,16075,고소 작업차의 탑승 설비에 안전난간 미설치로 인한 떨어짐 위험,안전난간 설치
T01233,8182,16077,고소작업차 또는 전용탑승 설비의 고장으로 인한 근로자 떨어짐 위험,조작반에 참금장치 설치
T01233,8181,16076,고소작업차 또는 전용탑승 설비의 고장으로 인한 근로자 떨어짐 위험,"리프트 권과방지장치, 과부하방지장치, 비상정지장치 등 설치"
T01233,8183,16078,고소작업차 또는 전용탑승 설비의 고장으로 인한 근로자 떨어짐 위험,붕괴 방지 조치
T01233,8183,16079,고소작업차 또는 전용탑승 설비의 고장으로 인한 근로자 떨어짐 위험,순간풍속 초당 35m 초과 시 추가 붕괴 방지 조치
T01233,8184,16080,구조물과 접속부에 달비계 지지로프 마모로 로프가 끊어져 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01233,8184,16081,구조물과 접속부에 달비계 지지로프 마모로 로프가 끊어져 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01233,8185,16082,달비계 지지로프에 결함으로 끊어져 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01233,8185,16083,달비계 지지로프에 결함으로 끊어져 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01233,8186,16084,외벽 도장 작업중 달비계 로프가 풀리면서 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01233,8186,16085,외벽 도장 작업중 달비계 로프가 풀리면서 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01233,8187,16086,달비계로 도장 작업중 수직구명줄에 안전대 미체결하고 작업중 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01233,8187,16087,달비계로 도장 작업중 수직구명줄에 안전대 미체결하고 작업중 떨어짐 위험,작업발판 설치
T01233,8188,16088,달비계로 도장 작업중 수직구명줄에 안전대 미체결하고 작업중 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01233,8188,16089,달비계로 도장 작업중 수직구명줄에 안전대 미체결하고 작업중 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01234,8189,16090,철물 절단용 고속 절단기 회전부에 덮개가 미설치되어 신체 절단 위험,숫돌측면 사용 금지
T01234,8189,16091,철물 절단용 고속 절단기 회전부에 덮개가 미설치되어 신체 절단 위험,안전덮개 등 설치
T01234,8190,16092,"건물 발코니 등 외부에서 무리하게 자재를 인양, 하역하다가 자재 낙하로 근로자 맞음 위험",편하중 적재 금지
T01234,8190,16093,"건물 발코니 등 외부에서 무리하게 자재를 인양, 하역하다가 자재 낙하로 근로자 맞음 위험",화물에 낙하 방지 조치
T01234,8191,16094,"건물 발코니 등 외부에서 무리하게 자재를 인양, 하역하다가 자재 낙하로 근로자 맞음 위험",하역운반기계·운반용구 사용
T01234,8192,16095,과다한 자재적재로 인한 무너짐 위험,불안정한 높이로 적재 금지
T01234,8192,16096,과다한 자재적재로 인한 무너짐 위험,튼튼한 기반위에 적재
T01234,8192,16097,과다한 자재적재로 인한 무너짐 위험,편하중이 생기지 않도록 할 것
T01234,8193,16098,"자재 반입, 운반시 통로 미구획으로 인한 지게차와 부딪힘 위험",안전 통로 설치
T01234,8193,16099,"자재 반입, 운반시 통로 미구획으로 인한 지게차와 부딪힘 위험",장애물 제거
T01234,8193,16100,"자재 반입, 운반시 통로 미구획으로 인한 지게차와 부딪힘 위험",통로구획
T01234,8194,16101,리프트 지붕위에 자재 적재하여 운반 중 떨어짐 위험,불안정한 높이로 적재 금지
T01234,8194,16102,리프트 지붕위에 자재 적재하여 운반 중 떨어짐 위험,튼튼한 기반위에 적재
T01234,8194,16103,리프트 지붕위에 자재 적재하여 운반 중 떨어짐 위험,편하중이 생기지 않도록 할 것
T01234,8195,16104,"절단, 가공 작업시 보안경 미착용하여 안구손상 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01234,8196,16105,"철물 도장중 인화물질 및 페인트, 신너 등 위험물 주변에서 화기사용 하다가 화재 위험",화기취급금지
T01234,8197,16106,철물 절단시 불티 비산에 의한 화재 위험,불티 비산 방지용 덮개 설치
T01234,8198,16107,"자재반입, 운반시 무리하게 단독으로 인력 운반하다가 요통 발생 위험",근골격계에 부담을 주지 않도록 조치
T01234,8199,16108,"자재반입, 운반시 무리하게 단독으로 인력 운반하다가 요통 발생 위험",보조도구 활용
T01234,8199,16109,"자재반입, 운반시 무리하게 단독으로 인력 운반하다가 요통 발생 위험",작업장 주변 안내 표시
T01234,8200,16110,"자재반입, 운반시 무리하게 단독으로 인력 운반하다가 요통 발생 위험",작업자세 주지
