taskName,stdTaskCd,riskCate1Cd,riskCate1Name,riskCate2Cd,riskCate2Name,riskFactor,riskRelatedLaw,stdRiskFactorSeq
"라이닝 거푸집 자재 반입, 하역",T01212,1,기계적 요인,4,충돌위험 부분,자재 하역중 운반차량의 요동에 의한 부딪힘 위험,안전보건규칙 제386조 [경사면에서의 중량물 취급],7981
"라이닝 거푸집 자재 반입, 하역",T01212,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 작업중 부딪힘 위험,안전보건규칙 제32조 [보호구의 지급 등],7982
라이닝 거푸집 설치,T01213,1,기계적 요인,1,"협착위험 부분(감김,끼임)","라이닝 거푸집, 내면 확대 설치시 근로자 신체 일부 끼임 위험",안전보건규칙 제39조 [작업지휘자의 지정],7983
라이닝 거푸집 설치,T01213,1,기계적 요인,1,"협착위험 부분(감김,끼임)",라이닝 거푸집의 갑작스런 이동에 의한 근로자 신체 일부 끼임 위험,안전보건규칙 제177조 [싣거나 내리는 작업],7984
라이닝 거푸집 설치,T01213,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",측면 홈 가공 작업중 안전장치 미설치 된 목재 가공용 둥근톱에 손가락 절단 위험,안전보건규칙 제106조 [둥근톱기계의 톱날접촉예방장치],7985
라이닝 거푸집 설치,T01213,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",측면 홈 가공 작업중 안전장치 미설치 된 목재 가공용 둥근톱에 손가락 절단 위험,안전보건규칙 제93조 [방호장치의 해체 금지],7986
라이닝 거푸집 설치,T01213,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",라이닝 거푸집 설치시 측면 거푸집 낙하로 하부의 이동 근로자 맞음 위험,안전보건규칙 제14조 [낙하물에 의한 위험의 방지],7987
라이닝 거푸집 설치,T01213,1,기계적 요인,4,충돌위험 부분,라이닝 거푸집 이동시 출입금지구역 미설정으로 인한 근로자와 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등],7988
라이닝 거푸집 설치,T01213,1,기계적 요인,6,추락위험 부분(개구부 등),라이닝 거푸집 상부에서 거푸집의 녹제거 등 표면 정리 작업중 안전대 부착설비 미설치로 인한 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],7989
라이닝 거푸집 설치,T01213,1,기계적 요인,6,추락위험 부분(개구부 등),측면 거푸집 설치 작업중 작업발판 미설치로 인한 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],7990
라이닝 거푸집 해체,T01214,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",거푸집 해체시 낙하물에 의한 하부 근로자 맞음 위험,안전보건규칙 제14조 [낙하물에 의한 위험의 방지],7991
라이닝 거푸집 해체,T01214,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",라이닝 거푸집 해체시 작업순서 미준수로 인해 무리한 힘으로 인해 거푸집에 깔림 위험,안전보건규칙 제39조 [작업지휘자의 지정],7992
라이닝 거푸집 해체,T01214,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",이동식 크레인으로 자재 인양시자재 탈락으로 자재에 맞음 위험,,7993
라이닝 거푸집 해체,T01214,1,기계적 요인,4,충돌위험 부분,이동중인 라이닝 거푸집 주변 작업자 접촉에 의한 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등],7994
라이닝 거푸집 해체,T01214,1,기계적 요인,4,충돌위험 부분,해체물 인양 작업시 인양장비 작업 반경내 근로자 출입에 의한 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등],7995
라이닝 거푸집 해체,T01214,1,기계적 요인,6,추락위험 부분(개구부 등),라이닝 거푸집 해체시 작업발판 미설치로 인한 상부에서 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],7996
라이닝 거푸집 해체,T01214,1,기계적 요인,6,추락위험 부분(개구부 등),라이닝 거푸집 해체중 자재의 결속부가 탈락하면서 근로자 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],7997
라이닝 거푸집 해체,T01214,1,기계적 요인,6,추락위험 부분(개구부 등),이동식 비계에 안전난간대와 승강사다리 미설치로 떨어짐 위험,안전보건규칙 제56조 [작업발판의 구조],7998
라이닝 거푸집 해체,T01214,1,기계적 요인,6,추락위험 부분(개구부 등),측면거푸집 해체용 작업발판은 이동식 비계등 미설치로 인한 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],7999
라이닝 거푸집 해체,T01214,1,기계적 요인,6,추락위험 부분(개구부 등),측면거푸집 해체용 작업발판은 이동식 비계등 미설치로 인한 떨어짐 위험,안전보건규칙 제68조 [이동식비계],8000
철근반입,T01215,1,기계적 요인,1,"협착위험 부분(감김,끼임)",지게차로 야갼에 블록 운반중 저조등 및 후미등 미설치로 주변 근로자와 부딪힘 위험,안전보건규칙 제179조 [전조등 및 후미등],8001
철근반입,T01215,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",적재된 철근이 지반 침하로 무너지면서 철근에 깔림 위험,안전보건규칙 제393조 [화물의 적재],8002
철근반입,T01215,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",지게차로 철근 하역중 철근이 균형을 잃고 떨어지면서 주변 근로자 맞음 위험,안전보건규칙 제177조 [싣거나 내리는 작업],8003
철근반입,T01215,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철근 적재용 받침대가 부러지면서 철근 무너짐 위험,안전보건규칙 제35조 [관리감독자의 유해ㆍ위험 방지 업무 등] ,8004
철근반입,T01215,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철근 하역중 철근이 주변 구조물에 부딪힘 위험,안전보건규칙 제197조 [전조등의 설치],8005
철근반입,T01215,1,기계적 요인,4,충돌위험 부분,유도자를 미배치하고 작업하여 지게차 회전중 주변 근로자와 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8006
철근반입,T01215,1,기계적 요인,4,충돌위험 부분,지게차 운전원의 조작미숙으로 인한 부딪힘 위험,,8007
철근반입,T01215,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 작업중 부딪힘 위험,안전보건규칙 제32조 [보호구의 지급 등],8008
철근 가공 및 운반,T01216,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",개인보호구 미착용으로 인한 작업중 철근에 부딪히거나 찔림 위험,안전보건규칙 제32조 [보호구의 지급 등],8009
철근 가공 및 운반,T01216,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",적재된 철근이 충격 또는 불균형으로 무너짐 위험,안전보건규칙 제393조 [화물의 적재],8010
철근 가공 및 운반,T01216,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철근 인양용 후크에 해지장치 미설치로 철근 인양중 로프가 탈락되면서 철근에 깔림 위험,안전보건규칙 제149조 [해지장치의 사용],8011
철근 가공 및 운반,T01216,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철근 인양중 인양로프 파단으로 인양중인 철근에 깔림 위험,안전보건규칙 제177조 [싣거나 내리는 작업],8012
철근 가공 및 운반,T01216,1,기계적 요인,4,충돌위험 부분,유도자 미배치 상태에서 지게차로 작업중 주변 근로자 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8013
철근 가공 및 운반,T01216,1,기계적 요인,4,충돌위험 부분,철근을 1줄걸이로 인양 작업중 철근의 요동에 의해 부딪힘 위험,,8014
철근 가공 및 운반,T01216,2,전기적 요인,1,감전(안전전압초과),철근 가공기로 철근 절단 및 절곡 작업중 감전 위험,안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],8015
철근 가공 및 운반,T01216,6,작업환경 요인,3,공간 및 이동통로,철근 가공장 울타리 미설치로 철근 밴딩 작업중 주변 근로자 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등],8016
철근 조립,T01217,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",적재된 파일이 굴러내리면서 근로자 깔림 위험,안전보건규칙 제386조 [경사면에서의 중량물 취급],8017
철근 조립,T01217,1,기계적 요인,4,충돌위험 부분,파일 과적재로 인한 적재된 파일 무너짐 위험,안전보건규칙 제393조 [화물의 적재],8019
철근 조립,T01217,6,작업환경 요인,6,조직 안전문화,근로자가 안전모 등 개인보호구 미착용에 의한 떨어짐 위험,안전보건규칙 제32조 [보호구의 지급 등],8024
"콘크리트 반입, 운반",T01218,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",개인보호구 미착용하고 작업중 부딪히거나 찔림 위험,안전보건규칙 제32조 [보호구의 지급 등],8025
"콘크리트 반입, 운반",T01218,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",콘크리트 펌프카 유압장치 점검 중 붐이 낙하하여 근로자 맞음 위험,안전보건규칙 제205조 [붐 등의 강하에 의한 위험 방지],8026
"콘크리트 반입, 운반",T01218,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",콘크리트 펌프카 유압장치 점검 중 붐이 낙하하여 근로자 맞음 위험,안전보건규칙 제38조 [사전조사 및 작업계획서의 작성 등],8027
"콘크리트 반입, 운반",T01218,1,기계적 요인,4,충돌위험 부분,레미콘 운반트럭 후진시 유도자 미배치로 인한 근로자 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8028
"콘크리트 반입, 운반",T01218,1,기계적 요인,6,추락위험 부분(개구부 등),레미콘 운반트럭 상부에서 작업 중 보호구 미착용으로 인한 떨어짐 위험,안전보건규칙 제32조 [보호구의 지급 등],8029
"콘크리트 반입, 운반",T01218,2,전기적 요인,1,감전(안전전압초과),펌프카 붐 설치 중 주변 고압선에 접촉으로 인한 감전 위험,안전보건규칙 제335조 [콘크리트 펌프 등 사용 시 준수사항],8030
"콘크리트 반입, 운반",T01218,6,작업환경 요인,3,공간 및 이동통로,작업반경 내 접근에 의한 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등],8031
"콘크리트 반입, 운반",T01218,6,작업환경 요인,6,조직 안전문화,펌프카 장비 사용방법 미숙지에 의한 오작동 사고 위험,,8032
콘크리트 타설 및 다짐,T01219,1,기계적 요인,1,"협착위험 부분(감김,끼임)",콘크리트 피니셔 회전부에 안전덮개 미설치로 인한 근로자 신체 일부 끼임 위험,안전보건규칙 제87조 [원동기ㆍ회전축 등의 위험 방지],8033
콘크리트 타설 및 다짐,T01219,1,기계적 요인,4,충돌위험 부분,콘크리트 타설 중 펌프카 붐 파단에 의한 근로자 부딪힘 위험,안전보건규칙 제335조 [콘크리트 펌프 등 사용 시 준수사항],8034
콘크리트 타설 및 다짐,T01219,1,기계적 요인,4,충돌위험 부분,"콘크리트 호스, 파이프 연결부 결속불량에 의한 파단으로 부딪힘 위험",,8035
콘크리트 타설 및 다짐,T01219,1,기계적 요인,4,충돌위험 부분,타워크레인을 이용하여 호퍼로 타설시 호퍼가 인양로프에서 탈락되어 근로자 부딪힘 위험,안전보건규칙 제137조 [해지장치의 사용],8036
콘크리트 타설 및 다짐,T01219,1,기계적 요인,6,추락위험 부분(개구부 등),"레미콘 타설장소 주변 개구부, 슬라브 단부에 개구부 미표시로 인한 떨어짐 위험",안전보건규칙 제43조 [개구부 등의 방호 조치],8037
콘크리트 타설 및 다짐,T01219,2,전기적 요인,1,감전(안전전압초과),충전부 노출된 진동기에 의한 감전 위험,안전보건규칙 제304조 [누전차단기에 의한 감전방지],8038
콘크리트 타설 및 다짐,T01219,3,화학(물질)적 요인,5,고체(분진),유해 물질 피부접촉에 의한 질환발생 위험,안전보건규칙 제32조 [보호구의 지급 등],8039
콘크리트 타설 및 다짐,T01219,6,작업환경 요인,3,공간 및 이동통로,철근 배근 상부 이동 시 안전통로 미설치로 인한 떨어짐 위험,안전보건규칙 제22조 [통로의 설치],8040
콘크리트 양생,T01220,1,기계적 요인,6,추락위험 부분(개구부 등),"콘크리트 양생장소 주변 개구부, 슬라브 단부에 개부부 미표시로 인한 떨어짐 위험",안전보건규칙 제43조 [개구부 등의 방호 조치],8041
콘크리트 양생,T01220,2,전기적 요인,1,감전(안전전압초과),열풍기 외함에 의한 감전 위험,안전보건규칙 제304조 [누전차단기에 의한 감전방지],8042
콘크리트 양생,T01220,3,화학(물질)적 요인,1,가스,콘크리트 갈탄 사용시 유독 가스에 의한 질식 위험,안전보건규칙 제450조 [호흡용 보호구의 지급 등],8043
콘크리트 양생,T01220,3,화학(물질)적 요인,8,화재 / 폭발 위험,열풍기 과열에 의한 화재 위험,,8044
콘크리트 양생,T01220,5,작업특성 요인,6,질식위험·산소결핍,양생장소 장시간 체류로 인한 질식 위험,안전보건규칙 제450조 [호흡용 보호구의 지급 등],8045
콘크리트 양생,T01220,5,작업특성 요인,6,질식위험·산소결핍,양생장소 장시간 체류로 인한 질식 위험,안전보건규칙 제643조 [산소농도 등의 측정],8046
부재반입 및 운반,T01221,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",경사면에 주차한 운반차량의 브레이크 파단으로 인한 운반차량 움직임으로 부딪힘 위험,,8047
부재반입 및 운반,T01221,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철골 부재 받침대를 연약한 지반에 설치하여 지반 침하에 의한 철골 부재의 무너짐 위험,안전보건규칙 제393조 [화물의 적재],8048
부재반입 및 운반,T01221,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철골 부재 인양시 수평유지 불량으로 와이어로프 파단에 의한 철골에 깔림 위험,,8049
부재반입 및 운반,T01221,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철골 부재 인양중 파단에 의해 철골에 깔림 위험,,8050
부재반입 및 운반,T01221,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철골하차시 주변근로자 미확인으로 인한 깔림 위험,안전보건규칙 제171조 [전도 등의 방지],8051
부재반입 및 운반,T01221,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",하역된 철골 부재 깔목 등 미설치로 인한 무너짐 위험,,8052
부재반입 및 운반,T01221,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",하역된 철골 부재를 불안전하게 적재하여 편심하중에 의한 무너짐 위험,안전보건규칙 제393조 [화물의 적재],8053
부재반입 및 운반,T01221,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",하카 등으로 불안전하게 체결하여 인양 자재에 맞음 위험,,8054
부재반입 및 운반,T01221,1,기계적 요인,4,충돌위험 부분,야간 작업시 조명 미확보로 인한 부딪힘 위험,,8055
부재반입 및 운반,T01221,1,기계적 요인,4,충돌위험 부분,유도자 미배치 상태에서 지게차로 작업중 주변 근로자 부딪힘 위험,안전보건규칙 제172조 [접촉의 방지],8056
부재반입 및 운반,T01221,1,기계적 요인,4,충돌위험 부분,철골 부재 인양시 부재의 흔들림에 의해 근로자와 부딪힘 위험,,8057
부재반입 및 운반,T01221,1,기계적 요인,4,충돌위험 부분,"철골 부재 인양중 인양용 섬유로프, 와이어로프 파단에 의한 철골에 부딪힘 위험",안전보건규칙 제169조 [꼬임이 끊어진 섬유로프 등의 사용금지],8058
부재반입 및 운반,T01221,1,기계적 요인,4,충돌위험 부분,하역중 작업장소에 타 근로자가 접근하여 철골 부재에 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등],8059
부재반입 및 운반,T01221,1,기계적 요인,6,추락위험 부분(개구부 등),차량에 근로자가 무리하게 올라가서 작업함으로 떨어짐 위험,안전보건규칙 제35조 [관리감독자의 유해ㆍ위험 방지 업무 등] ,8060
부재반입 및 운반,T01221,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 작업중 부딪힘 위험,안전보건규칙 제32조 [보호구의 지급 등],8061
"인양, 조립",T01222,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",가조립된 철골 부재의 무너짐 위험,,8062
"인양, 조립",T01222,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",접합부 체결전 걸이용 로프 해체로 인한 부재에 맞음 위험,,8063
"인양, 조립",T01222,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철골 부재 조립시 볼트체결 부족으로 구조물 무너짐 위험,,8064
"인양, 조립",T01222,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철골 인양중 인양 고리 또는 로프 파단에 의한 철골 부재에 맞음 위험,안전보건규칙 제169조 [꼬임이 끊어진 섬유로프 등의 사용금지],8065
"인양, 조립",T01222,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",철골 조립에 따른 안전작업절차 미준수에 의한 조립중 무너짐 위험,,8066
"인양, 조립",T01222,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",후크 해지장치 미설치로 자재 인양중 후크에서 로프 탈락으로 인한 자재에 맞음 위험,안전보건규칙 제149조 [해지장치의 사용],8067
"인양, 조립",T01222,1,기계적 요인,4,충돌위험 부분,철골 인양시 수평불량에 의해 철골에 부딪힘 위험,,8068
"인양, 조립",T01222,1,기계적 요인,6,추락위험 부분(개구부 등),승강 트랩이 미설치된 철골 기둥에 무리하게 승강중 떨어짐 위험,,8069
"인양, 조립",T01222,1,기계적 요인,6,추락위험 부분(개구부 등),안전대를 안전대 부착설비에 미체결로 인한 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8070
"인양, 조립",T01222,1,기계적 요인,6,추락위험 부분(개구부 등),안전통로가 미설치된 철골과 철골 사이를 건너서 근로자가 이동중 떨어짐 위험,안전보건규칙 제22조 [통로의 설치],8071
"인양, 조립",T01222,1,기계적 요인,6,추락위험 부분(개구부 등),철골 기둥에 수직 승강용 안전대걸이용 로프 미설치로 인한 떨어짐 위험,,8072
"인양, 조립",T01222,1,기계적 요인,6,추락위험 부분(개구부 등),철골 부재 조립 작업중 작업발판 미설치로 인한 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8073
"인양, 조립",T01222,1,기계적 요인,6,추락위험 부분(개구부 등),철골 부재 하부에는 추락방지망 미설치로 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8074
"인양, 조립",T01222,1,기계적 요인,6,추락위험 부분(개구부 등),철골빔 상부에는 안전대 부착설비 미설치로 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],8075
"인양, 조립",T01222,2,전기적 요인,1,감전(안전전압초과),"철골 부재 볼트, 용접 작업중 감전노출된 배선에 감전 위험",안전보건규칙 제313조 [배선 등의 절연피복 등],8076
데크플레이트 설치,T01223,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",데크플레이트 상부에 중량물을 과적재 하여 데크플레이트 무너짐 위험,,8077
데크플레이트 설치,T01223,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",데크플레이트 설치하고 단부 가용접 미실시하여 데크플레이트가 탈락으로 인한 깔림 위험,,8078
데크플레이트 설치,T01223,1,기계적 요인,6,추락위험 부분(개구부 등),가설 통로가 미설치되어 데크플레이트 설치장소로 근로자가 무리하게 이동중 떨어짐 위험,안전보건규칙 제23조 [가설통로의 구조],8079
데크플레이트 설치,T01223,1,기계적 요인,6,추락위험 부분(개구부 등),"데크플레이트 상에서 이동 또는 작업중 미표시된 개구부, 슬라이브 단부로 떨어짐 위험",안전보건규칙 제42조 [추락의 방지],8080
데크플레이트 설치,T01223,1,기계적 요인,6,추락위험 부분(개구부 등),데크플레이트 설치 하부에 추락방지망 미설치로 인한 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8081
데크플레이트 설치,T01223,1,기계적 요인,6,추락위험 부분(개구부 등),"데크플레이트 조립도, 작업순서 미작성에 의한 개구부 다수 발생으로 인한 떨어짐 위험",,8082
데크플레이트 설치,T01223,1,기계적 요인,6,추락위험 부분(개구부 등),안전모 등 개인보호구 미착용하고 작업중 부딪히거나 떨어짐 위험,안전보건규칙 제32조 [보호구의 지급 등],8083
데크플레이트 설치,T01223,2,전기적 요인,1,감전(안전전압초과),데크플레이트 용접시 용접기의 누전에 의한 감전 위험,안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],8084
데크플레이트 설치,T01223,3,화학(물질)적 요인,8,화재 / 폭발 위험,"철골, 데크플레이트 용접 작업중 용접 불티로 인한 화재 위험",안전보건규칙 제243조 [소화설비],8085
자재반입 및 운반,T01224,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",벽돌 등 자재 적재 불량으로 편심하중에 의한 무너짐 위험,안전보건규칙 제393조 [화물의 적재],8086
자재반입 및 운반,T01224,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",벽돌 하역중 로프의 파단으로 인한 벽돌에 맞음 위험,안전보건규칙 제388조 [사용 전 점검 등],8087
자재반입 및 운반,T01224,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",운반차량은 바퀴에 구름방지용 쐐기 미설치로 차량 뒤집힘으로 주변 근로자 깔림 위험,안전보건규칙 제3조 [전도의 방지],8088
자재반입 및 운반,T01224,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",지게차로 자재 운반 중 자재 무너짐 위험,안전보건규칙 제181조 [백레스트],8089
자재반입 및 운반,T01224,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",지게차로 재재 인양시 노면 돌출물 등에 지게차가 흔들리면서 자재 무너짐 위험,안전보건규칙 제171조 [전도 등의 방지],8090
자재반입 및 운반,T01224,1,기계적 요인,4,충돌위험 부분,지게차 등으로 인양 운반시 경고 미실시에 의해 근로자와 부딪힘 위험,안전보건규칙 제179조 [전조등 및 후미등],8091
자재반입 및 운반,T01224,1,기계적 요인,6,추락위험 부분(개구부 등),리프트 탑승구에서 리어카로 벽돌 운반중 탑승구 방호조치 미설치로 인한 떨어짐 위험,,8092
자재반입 및 운반,T01224,6,작업환경 요인,3,공간 및 이동통로,자재를 통행로에 적재하여 근로자 통행중 넘어짐 위험,안전보건규칙 제22조 [통로의 설치],8093
자재반입 및 운반,T01224,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용으로 인한 안전사고 위험,안전보건규칙 제32조 [보호구의 지급 등],8094
조적 시공,T01225,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",1일 쌓기 높이 미준수로 벽돌블럭 쌓기중 무너짐 위험,안전보건규칙 제393조 [화물의 적재],8095
조적 시공,T01225,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","벽돌, 블록을 불안전하게 적재하여 적재물 무너짐 위험",안전보건규칙 제393조 [화물의 적재],8096
조적 시공,T01225,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",블록 적재시 과적재로 인한 무너짐 위험,안전보건규칙 제393조 [화물의 적재],8097
조적 시공,T01225,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",벽돌 블록 쌓기용 말비계를 벽돌위에 불안전하게 설치하여 작업중 넘어짐 위험,,8098
조적 시공,T01225,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",조적 작업장 주변 정리정돈 미실시로 벽돌 등에 걸려 넘어짐 위험,안전보건규칙 제4조 [작업장의 청결],8099
조적 시공,T01225,1,기계적 요인,6,추락위험 부분(개구부 등),고소 작업시 작업발판 미설치로 인한 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8100
조적 시공,T01225,1,기계적 요인,6,추락위험 부분(개구부 등),벽돌쌓기 작업중 미표시된 개구부로 떨어짐 위험,안전보건규칙 제43조 [개구부 등의 방호 조치],8101
조적 시공,T01225,1,기계적 요인,6,추락위험 부분(개구부 등),이동식비계에 안전난간대 및 승강사다리 미설치하여 작업중 떨어짐 위험,안전보건규칙 제68조 [이동식비계],8102
조적 시공,T01225,2,전기적 요인,1,감전(안전전압초과),야간 작업시 투광등 누전에 의한 감전 위험,안전보건규칙 제301조 [전기 기계ㆍ기구 등의 충전부 방호],8103
조적 시공,T01225,2,전기적 요인,1,감전(안전전압초과),야간 작업시 투광등 누전에 의한 감전 위험,안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],8104
조적 시공,T01225,2,전기적 요인,1,감전(안전전압초과),야간 작업시 투광등 누전에 의한 감전 위험,안전보건규칙 제304조 [누전차단기에 의한 감전방지],8105
조적 시공,T01225,6,작업환경 요인,6,조직 안전문화,개인보호구 미착용하고 작업중 부딪힘 위험,안전보건규칙 제32조 [보호구의 지급 등],8106
미장 및 견출시공,T01226,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",이동식비계 하부에 각재를 연결하여 사용중 각재가 부러지면서 이동식비계 무너짐 위험,,8107
미장 및 견출시공,T01226,1,기계적 요인,6,추락위험 부분(개구부 등),말비계를 계단실 등 경사진 곳에 설치로 인한 떨어짐 위험,안전보건규칙 제67조 [말비계],8108
미장 및 견출시공,T01226,1,기계적 요인,6,추락위험 부분(개구부 등),비계 및 작업발판 설치 불량으로 인한 작업중 떨어짐 위험,안전보건규칙 제56조 [작업발판의 구조],8109
미장 및 견출시공,T01226,1,기계적 요인,6,추락위험 부분(개구부 등),외벽 견출 작업중 달비계 로프가 풀리면서 떨어짐 위험,안전보건규칙 제63조 [달비계의 구조],8110
미장 및 견출시공,T01226,1,기계적 요인,6,추락위험 부분(개구부 등),주변의 개구부 등은 덮개 미설치로 떨어짐 위험,안전보건규칙 제43조 [개구부 등의 방호 조치],8111
미장 및 견출시공,T01226,2,전기적 요인,1,감전(안전전압초과),야간 작업시 투광등 누전에 의한 감전 위험,안전보건규칙 제301조 [전기 기계ㆍ기구 등의 충전부 방호],8112
미장 및 견출시공,T01226,2,전기적 요인,1,감전(안전전압초과),야간 작업시 투광등 누전에 의한 감전 위험,안전보건규칙 제304조 [누전차단기에 의한 감전방지],8114
미장 및 견출시공,T01226,2,전기적 요인,1,감전(안전전압초과),야간 작업시 투광등 누전에 의한 감전 위험,안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],8113
미장 및 견출시공,T01226,2,전기적 요인,1,감전(안전전압초과),"핸드그라인더, 시멘트 몰탈비빔용 기구 사용시 감전 위험",안전보건규칙 제304조 [누전차단기에 의한 감전방지],8115
미장 및 견출시공,T01226,3,화학(물질)적 요인,5,고체(분진),그라인딩 작업시 분진 노출 위험,안전보건규칙 제617조 [호흡용 보호구의 지급 등],8116
미장 및 견출시공,T01226,6,작업환경 요인,6,조직 안전문화,근로자가 안전모 등 개인보호구 미착용에 의한 떨어짐 위험,안전보건규칙 제32조 [보호구의 지급 등],8117
"방수면처리, 방수 및 보호몰탈 등 시공",T01227,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",말비계 위에서 작업중 미끄럼 방지조치 미설치로 인한 무너짐 위험,안전보건규칙 제67조 [말비계],8118
